send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2025-09-12,2025-09-11,54-64136,V,2025,Ds. Rembang Ngadiluwih Kediri,Kab Kediri,DODO,SBM Kediri I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.16,82.67,100.00,86.45,99.00,41.73,Pasti Pas Good,,NFR
2025-09-11,2025-09-11,44-57228,IV,2025,"Jl. Raya Sine Kel/Ds.Glonggong, Gondang, Sragen",Kab Sragen,DODO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,91.28,96.67,99.04,92.20,93.00,48.30,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-12,2025-09-11,24-346134,II,2025,"Jl. Lintas Timur Sumatera, Simpang Pematang",Kab Mesuji,DODO,SBM Lampung II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.77,81.67,99.13,91.83,93.50,48.10,Pasti Pas Good,,NFR
2025-09-13,2025-09-11,44-50208,IV,2025,"Jl. Tentara Pelajar, Kedungmundu",Kota Semarang,DODO,SBM Semarang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,93.47,92.00,100.00,95.35,100.00,68.00,Pasti Pas Excellent,,
2025-09-11,2025-09-11,54-85118,V,2025,Jl. Yos Sudarso Kel. Alak,Kota Kupang,,SBM NTT I Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,81.55,82.67,85.43,87.85,87.50,48.00,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-11,44-56310,IV,2025,"Jl. Dieng, Wonosari, Kejajar Tt-03 Rw.09, Wonosobo",Kab Wonosobo,,SBM Semarang II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,90.22,86.67,99.04,91.29,98.00,64.40,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-12,2025-09-11,61-70601,VI,2025,"Jl. Ahmad Yani KM 9,7, Kertak Hanyar, Banjarmasin, Kalimantan Selatan",Kab Banjar,COCO,SBM Kalsel I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.58,82.33,92.72,90.20,98.00,62.16,Pasti Pas Good,,"Produk JBU, NFR"
2025-09-11,2025-09-11,54-65158,V,2025,"Jl. Gatot Subroto, Sedayu - Turen",Kab Malang,DODO,SBM Malang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,83.28,83.33,86.13,87.57,95.50,53.78,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-12,2025-09-11,74-94999,VII,2025,Desa Labota Kecamatan Bahodopi,Kab Morowali,DODO,SBM Sulteng II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.03,81.33,99.04,96.85,93.00,42.48,Pasti Pas Good,,"NFR, Produk JBU, Jalur Fast Track"
2025-09-13,2025-09-11,34-15809,III,2025,Jl. PLP Curug  Km 3.5,Kab Tangerang,DODO,SBM Banten I Fuel,Re-CAE1,TAGE1,CERTIFIED,NOT CERTIFIED,88.77,82.33,100.00,94.85,98.00,52.98,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-11,2025-09-11,44-57607,IV,2025,"Jl. R. Wuryantoro, Ds. Wengkal, Wuryantoro",Kab Wonogiri,DODO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.7,83.67,99.04,88.15,93.00,59.58,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-11,2025-09-11,54-83323,V,2025,"Jl. TGH Lopan, Desa Bagik Polak, Kec. Labuapi, Lombok Barat",Kab Lombok Barat,DODO,SBM NTB I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,89.83,84.33,99.04,97.10,93.00,60.98,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-10,24-37223,II,2025,Jl. Letjend Suprapto No.8 Muara Tebo,Kab Tebo,DODO,SBM Jambi II Fuel,TAG3,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,86.29,78.67,100.00,93.73,100.00,39.36,Basic,,NFR
2025-09-12,2025-09-10,24-36547,II,2025,Jl. Lintas Timur Km.153 Kampung Baru,Kab Tanjung Jab Bar,DODO,SBM Jambi I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.04,90.00,100.00,90.63,98.00,41.16,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,14-2886101,I,2025,Jl.Lintas Riau,Kab Rokan Hilir,DODO,SBM Riau II Fuel,TAG2,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,65.68,65.33,62.62,71.64,84.00,45.68,Basic,Izin Prinsip,"NFR, Izin Prinsip"
2025-09-12,2025-09-10,14-294704,I,2025,"Jl.BudiKemuliaan,Kp.Seraya-Batam",Kota Batam,DODO,SBM Kepulauan Riau I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,90.23,86.00,99.09,91.51,100.00,64.01,Pasti Pas Excellent,,
2025-09-11,2025-09-10,44-57520,IV,2025,"JL. MANGESTI RAYA, PURBAYAN KEC. BAKI",Kab Sukoharjo,DODO,SBM Yogyakarta III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,93.29,96.67,100.00,91.40,98.00,62.10,Pasti Pas Good,,NFR
2025-09-11,2025-09-10,54-68130,V,2025,Ds. Balung Lor Kec. Balung,Kab Jember,DODO,SBM Malang II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.82,80.00,99.04,91.44,95.00,53.23,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,74-95109,VII,2025,"Winangun Bawah, Manado",Kota Manado,DODO,SBM Sulutgo I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.13,86.33,99.04,95.97,94.00,49.20,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-10,54-61316,V,2025,Jl. Raya Pacing Ds. Pacing Kec. Bangsal,Kab Mojokerto,,SBM Surabaya I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.29,86.00,100.00,88.90,89.00,47.93,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-10,54-60104,V,2025,Jl. Raya Kupang Jaya No. 2A,Kota Surabaya,DODO,SBM Surabaya I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.19,83.85,100.00,92.29,96.00,58.50,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-11,2025-09-10,54-68403,V,2025,"Jl. Raya Jember, Kedayunan",Kab Banyuwangi,DODO,SBM Malang III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,88.64,83.67,99.09,94.65,96.00,52.81,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,34-12610,III,2025,Jl. Moh Kahfi II No. 17 Jagakarsa,Kota Jakarta Selatan,DODO,SBM Jabode III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.08,85.33,100.00,89.89,98.00,57.08,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,54-62102,V,2025,Jl. Raya Prayungan Kec. Sumberejo,Kab Bojonegoro,DODO,SBM Surabaya III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,91.62,92.67,100.00,90.00,96.00,62.23,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-10,24-36587,II,2025,Jl. Lintas Timur Km 174 Kec. Batang Asam. Kab. Tanjung Jabung Barat,Kab Tanjung Jab Bar,DODO,SBM Jambi I Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,67.44,64.00,56.62,86.62,100.00,39.16,Pasti Pas Good,"Salam, Nol","Salam, Nol, NFR"
2025-09-11,2025-09-10,54-66225,V,2025,Jl. Mayor Sujadi 146 Jepun,Kab Tulungagung,DODO,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,84.63,82.67,86.76,90.05,90.00,67.90,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,13-282605,I,2025,"Jl. Dahlia, Sukajadi Pekanbaru",Kota Pekanbaru,CODO I,SBM Riau I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.35,84.00,99.04,89.36,95.00,50.61,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-12,2025-09-10,54-69303,V,2025,Jl. Raya Blumbungan Pamekasan,Kab Pamekasan,DODO,SBM Surabaya IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,85.74,80.00,98.99,90.0,93.00,47.41,Pasti Pas Good,,"Jalur Fast Track, Produk JBU, NFR"
2025-09-11,2025-09-10,34-13506,III,2025,JL Pusdiklat Depnaker No. 80 Kel. Pinang Ranti Kec. Makassar,Kota Jakarta Timur,DODO,SBM Jabode I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,91.93,89.33,100.00,94.60,97.00,65.08,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-11,2025-09-10,34-43315,III,2025,Jl. Perintis Kemerdekaan Rt 03 Rw 24 Cibadak,Kab Sukabumi,DODO,SBM Sukabumi I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,85.54,81.00,96.35,86.64,91.50,58.50,Pasti Pas Good,,
2025-09-10,2025-09-10,44-57614,IV,2025,"Jl. Raya Pracimantoro-Giriwoyo KM.6, Ds.Sambiroto",Kab Wonogiri,DODO,SBM Yogyakarta IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,90.43,91.67,100.00,93.80,93.00,48.70,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-11,2025-09-10,34-40601,III,2025,Soekarno Hatta no.278,Kota Bandung,DODO,SBM Bandung I Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,91.6,90.67,100.00,93.10,94.00,63.80,Pasti Pas Good,,NFR
2025-09-12,2025-09-10,54-61252,V,2025,Jl. Raya Gelam Candi,Kab Sidoarjo,,SBM Surabaya II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,92.6,95.67,100.00,90.63,93.00,64.33,Pasti Pas Excellent,,
2025-09-12,2025-09-10,44-50209,IV,2025,Jl. Raya Semarang Boja Km. 6,Kota Semarang,DODO,SBM Semarang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.24,88.33,100.00,91.40,79.00,65.60,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-09-12,2025-09-10,34-45502,III,2025,Jl. RE Martadinata No. 526,Kab Kuningan,DODO,SBM Cirebon I Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,89.22,87.00,99.04,91.50,97.00,54.10,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-09-12,2025-09-10,14-232404,I,2025,"Jl. T. Imum Lueng Bata Km.3,4",Kota Banda Aceh,DODO,SBM Aceh I Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,89.13,82.67,100.00,93.30,97.00,59.66,Pasti Pas Good,,"NFR, Jalur Fast Track"
