send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2026-01-13,2026-01-12,54-66129,V,2026,Ds. Bacem Kec. Ponggok,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"78,79",82,"81,6","86,17",82,"42,6",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-06,2026-01-05,54-66131,V,2026,Jl. Raya Talun kec. Talun,Kab Blitar,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,33","88,33","94,63","87,07",100,"60,3",Pasti Pas Good,,NFR
2026-01-12,2026-01-10,54-66133,V,2026,DS. TOGOGAN KEC. SRENGAT,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"80,79","85,33","81,56","83,42",94,"46,1",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-14,2026-01-14,54-66135,V,2026,Ds. Kedungbunder Kec. Sutojayan Kab. Blitar,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"82,25","81,33","81,6","86,2",98,"63,3",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-19,2026-01-17,54-66136,V,2026,Ds. Bangsri Kec. Nglegok,Kab Blitar,,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"85,04",73,100,"86,8",98,"59,8",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-10,2026-01-07,54-66137,V,2026,Jl. Trisula Ds. Sumberejo Kec. Kademangan Kab. Blitar,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,95",81,"95,21","86,2",100,"58,5",Pasti Pas Good,,NFR
2026-01-27,2026-01-26,54-66138,V,2026,JL. RAYA UTARA LODOYO KEL. KEMBANGA,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"83,4","80,67","90,87","87,92",95,"48,4",Pasti Pas Good,,NFR
2026-01-21,2026-01-20,54-66139,V,2026,Jl. Wijaya Kusuma Ds. Mojorejo Kec. Wates Kab. Blitar,Kab Blitar,DODO,SBM Kediri II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"85,66",81,"96,35","86,89",96,"54,6",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-22,2026-01-21,54-66140,V,2026,Jl. Raya Sidodadi Ds. Slorok Kec. Garum Kab. Blitar,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"86,83",85,"92,33","91,5",98,"55,3",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-19,2026-01-17,54-66141,V,2026,Jl. Raya Garum Ds. Pojok Kec. Garum,Kota Blitar,DODO,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"86,56",86,"96,17","91,17",85,"51,6",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-10,2026-01-08,54-66142,V,2026,Jl. Raya Ds. Sumberasri Kec. Nglegok ,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,46","81,33","92,7","85,2",98,"54,1",Pasti Pas Good,,NFR
2026-01-26,2026-01-24,54-66143,V,2026,Jl. Raya Ds. Duren Kec. Talun,Kab Blitar,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"86,7",80,"96,17","88,5",100,"61,5",Pasti Pas Good,,NFR
2026-01-14,2026-01-13,54-66146,V,2026,Ds. Gaprang Kec. Kanigoro,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"82,54",72,"94,89","86,73",100,"51,2",Pasti Pas Good,,NFR
2026-01-20,2026-01-20,54-66147,V,2026,Jl. Protokol Ds. Panggungrejo Kec. Panggungrejo,Kab Blitar,DODO,SBM Kediri II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"85,95",83,"96,17","85,2",100,"51,6",Pasti Pas Good,,NFR
2026-01-07,2026-01-06,54-66148,V,2026,Jl. Pancasila Kel. Sukosewu Kec. Gandusari ,Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,7","84,33","86,13","91,33",100,"52,8",Pasti Pas Good,,NFR
2026-01-16,2026-01-15,54-66150,V,2026,"Jl.Raya Kandangan 4/3 Ds. Kandangan Kec. Srengat Kab. Blitar, Jawa Timur ",Kab Blitar,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"85,45",77,100,"89,65",98,"46,1",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-19,2026-01-19,54-66201,V,2026,Jl. Pahlawan Ds. Kedungwaru,Kab Tulungagung,,SBM Kediri II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"81,25","80,56","85,21","85,16",86,"57,08",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-22,2026-01-21,54-66203,V,2026,Desa Pulosari Kec Ngunut,Kab Tulungagung,,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"83,25","87,33","86,13","88,64","90,5","44,3",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-14,2026-01-14,54-66204,V,2026,Jl. Gusti Ngurah Rai Tulungagung,Kab Tulungagung,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"80,35","82,67","85,21","86,89","82,5","43,6",Pasti Pas Good,,NFR
2026-01-20,2026-01-19,54-66206,V,2026,JL. RAYA NGANTRU DS.NGANTRU KEC. NGANTRU,Kab Tulungagung,,SBM Kediri II Fuel,TAG1,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"81,75","81,33","95,21","83,05","82,5","39,16",Basic,"APAB, DU Dispenser","APAB, DU Dispenser, NFR"
2026-01-14,2026-01-13,54-66207,V,2026,JL. Dr. SUTOMO NO. 98 KEC.TULUNGAGUNG,Kab Tulungagung,,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"78,84","71,33","86,13","84,94","86,5","59,7",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-13,2026-01-12,54-66210,V,2026,Jl. Raya Boyolangu Tulungagung,Kab Tulungagung,,SBM Kediri II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"80,64","83,33","86,13","87,51","77,5","45,58",Pasti Pas Good,,NFR
2026-01-21,2026-01-20,54-66213,V,2026,Ds. Jarakan Gondang Tulungagung,Kab Tulungagung,,SBM Kediri II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"84,93","84,33","95,21","86,01","82,5","56,2",Pasti Pas Good,,NFR
2026-01-13,2026-01-12,54-66215,V,2026,Ds. Gamping Kec. Campur Darat,Kab Tulungagung,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,18","80,67",100,"86,56",91,"45,78",Pasti Pas Good,,NFR
2026-01-28,2026-01-21,54-66216,V,2026,Ds. Sobontoro Kec. Boyolangu,Kab Tulungagung,DODO,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"84,86","87,67","86,13","87,45",89,"63,3",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-19,2026-01-17,54-66217,V,2026,Jl. Raya Campurdarat Kec. Campurdarat,Kab Tulungagung,,SBM Kediri II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"81,57","82,67","91,67","85,01",81,"41,56",Pasti Pas Good,,"Produk JBU, NFR"
2026-02-13,2026-01-17,54-66219,V,2026,Ds. Suruhan Lor Kec. Bandung,Kab Tulungagung,,SBM Kediri II Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"72,68","80,56","61,09","87,64","88,5","40,8",Basic,,NFR
2026-01-19,2026-01-19,54-66220,V,2026,Ds. Pinggir Sari Kec. Ngantru,Kab Tulungagung,,SBM Kediri II Fuel,TAGE2,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"83,43",87,"95,44","85,39","66,5","49,66",Basic,Izin Prinsip,"Izin Prinsip, NFR"
2026-01-21,2026-01-20,54-66222,V,2026,Jl. Raya Cuwiri Karang Rejo Mojosari,Kab Tulungagung,,SBM Kediri II Fuel,Re-CAE2,Re-CAE3,NOT CERTIFIED,NOT CERTIFIED,"83,85","87,33","92,33","85,62","86,5","41,73",Basic,APAB,"APAB, NFR"
2026-01-20,2026-01-20,54-66224,V,2026,Ds. Bendungan Kec. Gondang,Kab Tulungagung,DODO,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"84,19","84,67","92,7","88,74",88,"44,3",Pasti Pas Good,,NFR
2026-01-16,2026-01-15,54-66225,V,2026,Jl. Mayor Sujadi 146 Jepun,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"81,27","80,33","78,42","85,55","97,5","67,6",Pasti Pas Good,"Masa Berlaku APAR, APAB","Masa Berlaku APAR, APAB, NFR"
2026-01-16,2026-01-15,54-66226,V,2026,Jl. Patimura barat Kutoanyar,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"78,47","80,67","83,9","85,13",69,"51,7",Pasti Pas Good,,NFR
2026-02-03,2026-01-10,54-66227,V,2026,Ds. Karang Talun Kalidawir,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,09","80,33",100,"88,07",94,"49,73",Pasti Pas Good,,"NFR, Jalur Fast Track"
2026-01-12,2026-01-10,54-66228,V,2026,Ds. Podorejo Kec. Sumber Gempol,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"86,88","81,33","99,09","90,35","82,5","64,31",Pasti Pas Good,,NFR
2026-01-13,2026-01-12,54-66231,V,2026,DS. NGENTRONG KEC. CAMPURDARAT,Kab Tulungagung,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"78,2","71,67","85,21","77,36","93,5","63,28",Pasti Pas Good,,NFR
2026-01-14,2026-01-14,54-66232,V,2026,Jl. Raya Tlogo -serut Ds.Buntaran Kec.Rejotangan Kab.Tulungagung,Kab Tulungagung,DODO,SBM Kediri II Fuel,TAG1,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"66,92","66,67","49,25","88,66","92,5","54,3",Basic,APAB,"APAB, NFR"
2026-01-13,2026-01-13,54-66235,V,2026,Desa Jeli Kec.Karangrejo Kab.Tulungagung,Kab Tulungagung,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"81,82","81,33","85,21","85,76","91,5","55,28",Pasti Pas Good,,NFR
2026-01-12,2026-01-09,54-66301,V,2026,Jl. Raya Durenan,Kab Trenggalek,DODO,SBM Kediri II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"73,68",81,"59,75","85,81",94,"48,96",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-12,2026-01-08,54-66302,V,2008,"Jl. Sukarno Hatta, Dobangsan, Ngantru, Kec. Trenggalek, Kab.Trenggalek",Kab.Trenggalek,DODO,SBM Kediri II Fuel,DAG1,DAG2,CERTIFIED,NOT CERTIFIED,"84,52","83,67","85,89","93,06",94,"56,4",Pasti Pas Good,,NFR
2026-01-10,2026-01-07,54-66303,V,2026,Ds. Karangan Kec. Karangan,Kab Trenggalek,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,06","84,67","99,09","88,18",100,"52,98",Pasti Pas Good,,NFR
2026-01-22,2026-01-22,54-66304,V,2026,JL. KI MANGUN SARKORO,Kab Trenggalek,DODO,SBM Kediri II Fuel,TAGE1,Re-CAE1,NOT CERTIFIED,NOT CERTIFIED,"78,63","82,44","80,64","85,55",80,"42,6",Basic,,NFR
2026-01-22,2026-01-22,54-66305,V,2026,DS WONOREJO KEC GANDUSARI,Kab Trenggalek,DODO,SBM Kediri II Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,"82,62","81,33","86,13","90,07",90,"53,5",Pasti Pas Good,,NFR
2026-01-23,2026-01-22,54-66306,V,2026,"JL. RAYA PERIGI LEC WATULIMO, Kab. Trenggalek",Kab. Trenggalek,,SBM Kediri II Fuel,CA,Re-CA1,NOT CERTIFIED,NOT CERTIFIED,"69,84","83,22","53,33","81,38",84,"39,73",Basic,Izin Prinsip,"NFR, Izin Prinsip, Jalur Fast Track"
2026-01-10,2026-01-07,54-66307,V,2026,Ds. Nglebeng Kec. Panggul Trenggalek,Kab Trenggalek,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"80,61",80,"85,43","86,99","89,5","46,33",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-12,2026-01-09,54-66308,V,2026,Jl. Raya Bendo Rejo Pogalan,Kab Trenggalek,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"82,22",82,"89,05","85,5","92,5","45,58",Pasti Pas Good,,NFR
2026-01-10,2026-01-08,54-66310,V,2026,Ds. Karangsoko,Kab Trenggalek,DODO,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,91","83,67",100,"91,26",92,"53,58",Pasti Pas Good,,"Jalur Fast Track, NFR"
2026-01-19,2026-01-17,54-67103,V,2026,Jl. Raya Cangkring Malang Beji,Kab Pasuruan,DODO,SBM Malang I Fuel,DAE,DAGE,CERTIFIED,NOT CERTIFIED,"91,83","83,33",100,"93,8",100,"80,67",Pasti Pas Good,,
2026-01-27,2026-01-26,54-67109,V,2026,DS. WARUNG DOWO,Kab Pasuruan,DODO,SBM Malang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,15","88,33",100,"87,17",87,"44,91",Pasti Pas Good,,"Jalur Fast Track, Produk JBU, NFR"
