send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts
2026-04-10,2026-04-08,24-36686,II,2026,Jl. Simpang Sungai Rengas Kec. Maro Sebo Ulu Kab. Batang Hari      ,Kab. Batanghari,DODO,SBM Jambi I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,57","96,67","98,08","92,27",92,"44,81",Pasti Pas Good,
2026-04-06,2026-04-04,24-36690,II,2026,Jl. Jend. Sudirman Kel. Muara Bulian Kec. Muara Bulian Kab. Batang Hari ,Kab. Batanghari,DODO,SBM Jambi I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,21","96,67","98,08","97,38",92,"51,01",Pasti Pas Good,
2026-04-14,2026-04-13,24-37120,II,2026,Jl. Soekarno Hatta No. 1 Pelayang Raya - Sungai Penuh Kerinci,Kab Kerinci,DODO,SBM Jambi II Fuel,DAG3,DAGE,CERTIFIED,NOT CERTIFIED,"91,26","96,67","98,17","92,51",92,"51,01",Pasti Pas Good,
2026-04-14,2026-04-13,24-37171,II,2026,JL. RAYA LINTAS SUNGAI PENUH BANGKO,Kota Sungai Penuh,DODO,SBM Jambi II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"92,08","96,67","98,17",95,90,"56,3",Pasti Pas Good,
2026-04-14,2026-04-14,24-37181,II,2026,JL. LINTAS SUNGAI PENUH-PADANG DESA PENGKOLAN DUA,Kab Kerinci,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,91","96,67","97,98","92,32",85,"45,56",Pasti Pas Good,
2026-04-10,2026-04-08,24-37240,II,2026,Jl.Jambi Bungo Sei Bengkal Kab.Tebo,Kab Tebo,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,04","96,67",100,"91,2",70,"48,1",Pasti Pas Good,
2026-04-25,2026-04-25,24-37260,II,2026,JL.LINTAS MUARA BUNGO JAMBI KM.15 R,Kab Bungo,DODO,SBM Jambi II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"90,15","95,67","98,08","92,56",87,"48,1",Pasti Pas Good,
2026-04-07,2026-04-07,24-373100,II,2026,JL. RAYA LINTAS MERANGIN KEC.SUNGAI,Kab Merangin,,SBM Jambi II Fuel,TAG2,TAG3,CERTIFIED,NOT CERTIFIED,"93,13","96,22","98,08","96,67",97,"57,41",Pasti Pas Good,
2026-04-07,2026-04-06,24-37326,II,2026,Bangko Kab Merangin,Kab Merangin,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,15","96,67","98,17","95,8",99,"56,4",Pasti Pas Good,
2026-04-06,2026-04-02,24-37328,II,2026,Jl.Lintas Sumatera Sarolangun,Kab Sarolangun,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,13","96,67","98,08","93,53",97,"52,9",Pasti Pas Good,
2026-04-02,2026-04-02,24-37350,II,2026,Jl.Lintas Sumatera Gn.Kembang Sarolangun,Kab Sarolangun,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,57","93,33",100,"93,55",87,"51,6",Pasti Pas Good,
2026-04-08,2026-04-07,24-37357,II,2026,Jl. Lintas Sumatera Koto Rayo Tabir Merangin,Kab Merangin,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"92,2","96,67","98,26","93,35",97,"53,4",Pasti Pas Good,
2026-04-06,2026-04-04,24-37380,II,2026,"JL. Lintas Sumatera, Desa Simpang Limbur, Kec. Pamenang Barat Kab. Merangin",Kab Merangin,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,39","96,67","97,26","94,7",89,"53,6",Pasti Pas Good,
2026-04-06,2026-04-04,24-37394,II,2026,Jl. Lintas Talang Kawo - Sungai Kapas Bangko Kab. Merangin ,Kab. Merangin,DODO,SBM Jambi II Fuel,DAG2,DAG3,CERTIFIED,NOT CERTIFIED,"92,68","96,67","97,98","97,74",99,"48,3",Pasti Pas Good,
2026-04-17,2026-04-15,24-37465,II,2026,"Jl. Sarolangun-Tembesi Desa Semaran, Kec. Pauh",Kab Sarolangun,DODO,SBM Jambi II Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"88,72","95,67","97,12","91,99",75,"49,9",Pasti Pas Good,
2026-04-06,2026-04-04,24-38101,II,2026,JL. BALI KEL. KAMPUNG KELAWI,Kota Bengkulu,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,42","96,67","98,08","93,14",82,"51,6",Pasti Pas Good,
2026-04-02,2026-04-02,24-38219,II,2026,Jl. Depati Payung Negara No.31 Pagar Dewa,Kota Bengkulu,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,83","96,67","98,08","89,2",83,"62,6",Pasti Pas Good,
2026-04-07,2026-04-07,24-38322,II,2026,Bandar Ratu Muko Muko,Kab Muko Muko,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,87","96,67","98,08","92,45",82,"57,5",Pasti Pas Good,
2026-04-07,2026-04-06,24-38323,II,2026,Jl.Fatmawati Kec.Ipuh,Kab Muko Muko,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,09","96,67","96,17","85,59",94,"47,16",Pasti Pas Good,
2026-04-06,2026-04-04,24-38334,II,2026,Jl. Lintas Benkulu Curup km 21 Desa Ujung Karang,Kab Bengkulu Tengah,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,86","96,67","96,35","87,35","91,5","53,4",Pasti Pas Good,
2026-04-17,2026-04-16,24-38507,II,2026,"Jl. Merdeka No.1, Kab.Seluma",Kab Seluma,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,49","93,33","98,08","87,38",82,"43,86",Pasti Pas Good,
2026-04-20,2026-04-17,24-38508,II,2026,Jl. Kolonel Burlian Kel. Kota Medan,Kab Bengkulu Selatan,DODO,SBM Bengkulu II Fuel,DAGE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"72,94","62,67","88,88","72,36","84,5","45,5",Pasti Pas Good,"DU Dispenser, Masa Berlaku APAR, Izin Prinsip, PELUMAS, HP"
2026-04-17,2026-04-17,24-38532,II,2026,Jl. Raya Bengkulu Manna Desa Senawar,Kab Seluma,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,9","92,67","99,04","86,32",77,"54,1",Pasti Pas Good,
2026-04-09,2026-04-08,24-38628,II,2026,Jl. Kolonel Alamsyah No.2 Ds.Gunung Agung Kec.Arga Makmur,Kab Bengkulu Utara,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"85,15","88,33","96,17","86,7",79,"45,56",Pasti Pas Good,
2026-04-20,2026-04-18,24-38936,II,2026,"Jl. Lintas Bengkulu-Lampung, Kec. Maje",Kab Kaur,DODO,SBM Bengkulu II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"89,82","96,67","98,08","89,65","87,5","47,16",Pasti Pas Good,
2026-04-14,2026-04-14,24-39106,II,2026,Jl.Jendral Sudirman Ds.Air putih baru Kec.Curup,Kab Rejang Lebong,DODO,SBM Bengkulu II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,24","96,67","97,98","89,2",99,"61,1",Pasti Pas Excellent,
2026-04-13,2026-04-11,24-39113,II,2026,Jl.Raya Pekalongan Curup-Kepahiang,Kab Kepahiang,DODO,SBM Bengkulu II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,14","96,67",100,"94,5",78,"74,4",Pasti Pas Excellent,
2026-04-14,2026-04-13,24-39129,II,2026,Jl.Raya Curup-Lubuk Linggau,Kab Rejang Lebong,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,66","95,33","99,04","90,45",87,"45,56",Pasti Pas Good,
2026-04-08,2026-04-08,24-39130,II,2026,Jl. Raya Dusun Muara Aman,Kab Lebong,DODO,SBM Bengkulu I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,87","96,67","94,25","87,5",82,"48,96",Pasti Pas Good,
2026-04-14,2026-04-14,24-39141,II,2026,"Jl. Curup-Lebong, Desa Pahlawan, Kec. Curup Utara, Kab. Rejang Lebong",Kab Rejang Lebong,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,57","96,67","95,96","88,22",94,"47,36",Pasti Pas Good,
2026-04-13,2026-04-13,24-39145,II,2026,Jl. Raya Curup - Lubuk Linggau Karang Jaya kec selulup rejang ,Kab Rejang Lebong,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,96","91,67",100,"91,6",84,"47,36",Pasti Pas Good,
2026-04-11,2026-04-11,24-39346,II,2026,JL. Lintas Bengkulu Pagar Alam Desa Gunung Agung Kec Bermani Ilir,Kab Kepahiang,DODO,SBM Bengkulu II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,73","91,67","92,33","96,42",93,"49,41",Pasti Pas Good,
2026-04-25,2026-04-24,31-10202,III,2026,Jl. Abdul Muis No. 68,Kota Jakarta Pusat,,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,31","95,33",100,"94,48",100,88,Pasti Pas Excellent,
2026-04-20,2026-04-20,31-10303,III,2026,Jl. Cikini Raya No. 113-115 Cikini Menteng Jakarta Pusat ,Kota Jakarta Pusat,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,31",92,100,"94,6",100,88,Pasti Pas Excellent,
2026-04-11,2026-04-08,31-10701,III,2026,Jl. Industri Kemayoran No. 1,Kota Jakarta Pusat,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,65",92,100,"93,7",100,"93,2",Pasti Pas Excellent,
2026-04-01,2026-04-01,31-10702,III,2026,Jl. Samanhudi No.20,Kota Jakarta Pusat,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,67","96,67","99,13","94,48",100,"90,3",Pasti Pas Excellent,
2026-04-01,2026-04-01,31-10703,III,2026,Jl. Mangga Besar Raya No.140,Kota Jakarta Pusat,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,25","96,67",100,"93,48",100,"85,5",Pasti Pas Excellent,
2026-04-02,2026-04-01,31-11401,III,2026,Jl. S. Parman,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,27","96,67","97,51","93,56",100,93,Pasti Pas Excellent,
2026-04-16,2026-04-15,31-11403,III,2026,"Jl. Daan Mogot No.02, RT.7/RW.4, Jelambar, kec.Grogol Petamburan, Jakarta Barat, DKI Jakarta 11460",Kota Jakarta Barat,COCO,SBM Jabode II Fuel,TAGE2,TAGE3,CERTIFIED,CERTIFIED,"95,42","93,33",100,"94,48",99,"86,2",Pasti Pas Good,
2026-04-11,2026-04-07,31-11404,III,2026,Jl. Tomang Raya No. 42 kel. Jati pulo kec. Palmerah kota jakarta barat,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,02","93,33",100,"93,7",100,"82,7",Pasti Pas Excellent,
2026-04-23,2026-04-21,31-11405,III,2026,Jl Tomang raya No 59,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"90,15","93,33",100,"91,1",94,"45,36",Pasti Pas Good,
2026-04-06,2026-04-04,31-11501,III,2026,Jl. Kedoya Raya No. 14,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,51","96,67",100,"92,36",100,"80,4",Pasti Pas Excellent,
2026-04-14,2026-04-13,31-11602,III,2026,Jalan Outer RingRoad No.238 Kembangan Utara Kembangan Jakarta Barat,Kota Jakarta Barat,COCO,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,63","93,33",100,"93,06",99,"71,2",Pasti Pas Excellent,
2026-04-08,2026-04-08,31-11702,III,2026,"Jl. Daan Mogot No.2, RT.3/RW.5, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710",Kota Jakarta Barat,COCO,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,96","96,67",100,"94,4",100,"80,9",Pasti Pas Excellent,
2026-04-21,2026-04-21,31-12104,III,2026,Jln Gandaria 1 Kav. 27-28 Kel.Keramat Pela kec.Kebayoran Baru Jakarta Selatan ,Kota Jakarta Selatan,COCO,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,39",92,100,"91,58",85,"89,5",Pasti Pas Excellent,
2026-04-20,2026-04-18,31-12204,III,2026,"Jl Sultan Iskandar Muda, Kebayoran lama,  Jakarta Selatan",Kota Jakarta Selatan,COCO,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,52","95,33",100,"94,48",100,"90,2",Pasti Pas Excellent,
2026-04-20,2026-04-20,31-12401,III,2026,Jl.Fatmawati No.6 Gandaria Selatan,Kota Jakarta Selatan,,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,27",92,100,"89,21",100,88,Pasti Pas Excellent,
2026-04-09,2026-04-09,31-12402,III,2026,Jl. Rs Fatmawati,Kota Jakarta Selatan,,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,45","95,33","98,54","94,27",100,"94,3",Pasti Pas Excellent,
2026-04-17,2026-04-16,31-12701,III,2026,Jl. Kemang Selatan Raya No. 105A,Kota Jakarta Selatan,COCO,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,34","95,33",100,"94,48",100,"88,4",Pasti Pas Excellent,
2026-04-02,2026-04-02,31-12702,III,2026,Jl. Kapt. Tandean N0.38,Kota Jakarta Selatan,,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,36",87,"98,47","93,48",100,"90,2",Pasti Pas Excellent,
2026-04-24,2026-04-24,31-12902,III,2026,Jl. HR. Rasuna Said Kav X No. 2,Kota Jakarta Selatan,,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,41","88,33",100,"94,48",100,90,Pasti Pas Excellent,
2026-04-09,2026-04-08,31-13101,III,2026,Jl. Pramuka Raya,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,57","93,33","98,61","94,6",100,"90,7",Pasti Pas Excellent,
2026-04-02,2026-04-01,31-13301,III,2026,Jl. Otista Raya No. 69-71,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,31","95,33",100,"92,25",100,"82,7",Pasti Pas Excellent,
2026-04-16,2026-04-15,31-13401,III,2026,JL Bekasi Timur Raya Km 17,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,81",92,"98,54","94,48",99,"88,4",Pasti Pas Excellent,
2026-04-08,2026-04-08,31-13402,III,2026,Jl. Raya Kalimalang Duren Sawit,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,TAGE2,TAGE3,CERTIFIED,CERTIFIED,"95,97","95,33","98,47","94,6",99,"90,2",Pasti Pas Good,
2026-04-09,2026-04-09,31-13602,III,2026,"Jl. Mayjen Sutoyo No. 1 Cililitan, Kec. Kramat Jati Kota Jakarta Timur",Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"94,94",92,100,"93,5",98,"88,4",Pasti Pas Good,
2026-04-11,2026-04-10,31-13701,III,2026,"Jl. Raya Bogor KM 28, Pekayon, Pasar Rebo, Jakarta Timur",Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,21",92,100,"91,63",95,"87,7",Pasti Pas Excellent,
2026-04-17,2026-04-16,31-13901,III,2026,Jl.Raya Bekasi Km.23 Cakung Barat Jakarta Timur ,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,81","95,33","98,54","94,4",100,"87,7",Pasti Pas Excellent,
2026-04-16,2026-04-15,31-13902,III,2026,Jl. Raya Pulo Gadung Jakarta Timur,Kota Jakarta Timur,COCO,SBM Jabode I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,49","95,33","98,61","94,6",100,"83,9",Pasti Pas Excellent,
2026-04-16,2026-04-16,31-14101,III,2026,Jl Raya Tanah Merdeka Cilincing,Kota Jakarta Utara,COCO,SBM Jabode II Fuel,TAGE1,TAGE2,CERTIFIED,CERTIFIED,"91,13","94,33","99,04","89,65",84,"67,83",Pasti Pas Good,
2026-04-22,2026-04-22,31-14301,III,2026,Jl. Yos Sudarso Arta Gading,Kota Jakarta Utara,COCO,SBM Jabode II Fuel,TAGE2,TAGE3,CERTIFIED,CERTIFIED,"96,94","96,67",100,"93,05",100,"93,2",Pasti Pas Good,
2026-04-05,2026-04-01,31-15102,III,2026,JL Hartono Raya Perumahan Modernland ,Kota Tangerang,COCO,SBM Banten I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"91,66",85,"99,04","91,82",90,"90,7",Pasti Pas Excellent,
2026-04-06,2026-04-01,31-15103,III,2026,Jl. Raya Taman Royal,Kota Tangerang,COCO,SBM Banten I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"84,81",88,"85,43","91,99",78,"65,6",Pasti Pas Good,
2026-04-21,2026-04-20,31-15104,III,2026,Jl. Kartini Karawaci,Kota Tangerang,COCO,SBM Banten I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,63","91,33",100,"88,91",90,"83,78",Pasti Pas Excellent,
2026-04-22,2026-04-21,31-15301,III,2026,"Jl. Letnan soetopo Kav. 2, BSD City",Kota Tangerang Sel.,,SBM Banten I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,55","91,33",100,"93,55",100,"84,3",Pasti Pas Excellent,
2026-04-14,2026-04-14,31-15401,III,2026,Jl. Bintaro Sektor 9,Kota Tangerang Sel.,COCO,SBM Banten I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,75",94,100,"94,05",100,"87,2",Pasti Pas Excellent,
2026-04-18,2026-04-17,31-15402,III,2026,Jl Ir H Juanda Cirendeu Ciputat,Kab Tangerang,,SBM Banten I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,79","92,67",100,"94,27",100,"91,3",Pasti Pas Excellent,
2026-04-11,2026-04-10,31-16113,III,2026,Jl. Tentara Pelajar No. 18 Bogor,Kota Bogor,COCO,SBM Jabode IV Fuel,TAGE2,TAGE3,CERTIFIED,CERTIFIED,"94,04",92,100,"93,48",100,"77,4",Pasti Pas Good,
2026-04-16,2026-04-14,31-16302,III,2026,Jl. Telaga Kahuripan Parung,Kab Bogor,COCO,SBM Jabode V Fuel,TAGE1,TAGE2,CERTIFIED,NOT CERTIFIED,"92,18","93,33",100,"93,39",82,"73,1",Pasti Pas Good,
2026-04-02,2026-04-01,31-16801,III,2026,JL. Perum Citra Indah,Kab Bogor,,SBM Jabode V Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"93,93","96,67",100,"93,6",100,"62,2",Pasti Pas Good,
2026-04-14,2026-04-13,31-17101,III,2026,Jl. Ahmad Yani No.1,Kota Bekasi,COCO,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,56","96,67",100,"94,06",98,"89,3",Pasti Pas Excellent,
2026-04-13,2026-04-13,31-17104,III,2026,Jl. Pahlawan Rt.02/07 Duren Jaya,Kota Bekasi,COCO,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,91","95,67",100,"92,59",98,79,Pasti Pas Excellent,
2026-04-06,2026-04-06,31-17106,III,2026,JL.RY.BANTARGEBANG-SETU RT.02/02,Kota Bekasi,,SBM Karawang I Fuel,TAG3,DAG1,CERTIFIED,NOT CERTIFIED,"93,35","96,67","98,3","99,09",100,"50,48",Pasti Pas Good,
2026-04-25,2026-04-24,31-17501,III,2026,Jl. Azalea Raya No. 1 Lippo Cikarang,Kab Bekasi,,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,67","97,19",100,"88,38",80,"79,1",Pasti Pas Excellent,
2026-04-22,2026-04-22,31-17502,III,2026,Jl. Majapahit Kav 7 Lippo Cikarang,Kab Bekasi,,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,79","96,67",100,"91,66",89,"85,5",Pasti Pas Excellent,
2026-04-10,2026-04-09,31-17503,III,2026,Jl. Raya Menjangan Row 12 Kec.Cikarang Pusat,Kab Bekasi,,SBM Karawang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"91,12","92,67",100,"90,16",86,"66,8",Pasti Pas Good,
2026-04-03,2026-04-02,31-17504,III,2026,Jl. BIIE Lippo Cikarang,Kab Bekasi,,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"96,42","97,67","98,61","95,94",100,"83,5",Pasti Pas Excellent,
2026-04-10,2026-04-09,31-17505,III,2026,"Jl. Raya Cibarusah, Cikarang Selatan, Bekasi Timur",Kab Bekasi,COCO,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,11","95,67",100,"93,59",98,79,Pasti Pas Excellent,
2026-04-15,2026-04-14,31-17506,III,2026,JL. RAYA SETIA MEKAR KAMPUNG BULU KEC. TAMBUN,Kab Bekasi,COCO,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,22","96,67","97,51","95,27",100,79,Pasti Pas Excellent,
2026-04-09,2026-04-09,31-40101,III,2026,"Jl. Ir. H Juanda, Kabupaten Bandung",Kota Bandung,COCO,SBM Bandung I Fuel,DAE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"91,79","93,33","86,13","94,48",100,"90,5",Pasti Pas Good,Izin Prinsip
2026-04-08,2026-04-08,31-40201,III,2026,Jl. Ibrahim Adjie No.390,Kota Bandung,COCO,SBM Bandung I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"93,69","87,8",100,"93,85",100,"82,5",Pasti Pas Excellent,
2026-04-07,2026-04-06,31-40202,III,2026,Jl. Jend. Sudirman Bandung,Kota Bandung,COCO,SBM Bandung I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,81","87,8",100,"87,56",94,"72,2",Pasti Pas Excellent,
2026-04-13,2026-04-13,31-40501,III,2026,JL. Komplek Perum Kota Baru Parahyangan,Kab Bandung Barat,COCO,SBM Bandung II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,74","96,67","85,43","88,6",99,55,Pasti Pas Good,
2026-04-21,2026-04-21,31-41102,III,2026,Jl. Tol Cipularang Km. 88 + 500 (B),Kab Purwakarta,COCO,SBM Karawang III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"94,57","93,33",100,"94,28",95,82,Pasti Pas Excellent,
2026-04-11,2026-04-11,31-41201,III,2026,"JL.Raya Ciasem - Pantura , Subang",Kab Subang,COCO,SBM Karawang III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,64","96,67",100,"94,78",100,"76,7",Pasti Pas Excellent,
2026-04-05,2026-04-01,31-42101,III,2026,Jl. Ahmad Yani NO.87,Kota Serang,COCO,SBM Banten II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,68","88,33",100,"89,54",80,"82,5",Pasti Pas Excellent,
2026-04-21,2026-04-20,31-43101,III,2026,Jl. Tipar Gede RT 02 RW 04 Kec. Citamiang Sukabumi,Kota Sukabumi,COCO,SBM Sukabumi I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"91,82","82,67",100,"94,05",100,82,Pasti Pas Good,
2026-04-13,2026-04-10,31-43301,III,2026,Jl. Raya Cisolok Palabuhanratu Sukabumi,Kab Sukabumi,COCO,SBM Sukabumi I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"87,43","81,67","92,33","95,4",100,"61,5",Pasti Pas Good,
2026-04-09,2026-04-07,31-45101,III,2026,JL. Brigjend Darsono By Pass,Kota Cirebon,,SBM Cirebon I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"92,44","91,26",100,"88,2",88,"84,3",Pasti Pas Excellent,
2026-04-08,2026-04-08,33-11301,III,2026,Jl. Tubagus Angke no.10,Kota Jakarta Barat,CODO I,SBM Jabode II Fuel,DAE,TAGE1,NOT CERTIFIED,NOT CERTIFIED,"79,07",78,"78,34","85,69","96,5","53,68",Pasti Pas Good,"Masa Berlaku APAR, APAB"
2026-04-09,2026-04-08,33-14401,III,2026,Jl. Pluit Raya No.3 Rt.24/08 Penjar,Kota Jakarta Utara,CODO I,SBM Jabode II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"89,87",90,100,"91,42",92,"53,8",Pasti Pas Good,
2026-04-23,2026-04-23,33-14402,III,2026,"Jl. Muara Baru, Kel.Penjaringan",Kota Jakarta Utara,CODO I,SBM Jabode II Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"90,98","88,33",100,"92,5",99,"60,88",Pasti Pas Excellent,
2026-04-16,2026-04-16,33-16102,III,2026,KOMP. PERUM BOGOR NIRWANA BLOK PN-6,Kota Bogor,,SBM Jabode IV Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,"87,66","83,44",100,"90,31","95,5","46,48",Pasti Pas Good,
2026-04-20,2026-04-20,33-16702,III,2026,JL. ENCE SOEMANTADIREJA - CIHIDEUNG,Kab Bogor,CODO I,SBM Jabode V Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"90,37",87,100,"91,96",97,"61,73",Pasti Pas Good,
2026-04-24,2026-04-24,33-17401,III,2026,"Jl. Tol Jakarta Cikampek KM 6B, Jatibening, Pondok Gede, Bekasi",Kota Bekasi,CODO I,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,75","96,67",100,"94,19",100,"79,2",Pasti Pas Excellent,
2026-04-22,2026-04-21,33-17501,III,2026,"Jl. Raya Tol Jakarta - Cikampek KM.19B, Kel. Lembangsari, Kec. Tambun Selatan, Kabupaten Bekasi, Jawa Barat 17510",Kab Bekasi,CODO I,SBM Karawang I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,"95,21","96,67",100,"93,59",99,76,Pasti Pas Excellent,
2026-04-10,2026-04-09,33-17801,III,2026,"Jl. Desa Telaga Asih No.64, Telaga Asih, Kec. Cikarang Barat",Kab Bekasi,CODO I,SBM Karawang I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,"88,82","88,67","96,35","90,55",96,"56,08",Pasti Pas Good,
2026-04-22,2026-04-22,33-40201,III,2026,"JALAN TOL PURBALEUNYI KM. 148,9 DES",Kab Bandung,CODO I,SBM Bandung II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,"83,01","81,67","86,13","90,21",94,"52,3",Pasti Pas Good,
