send_date,Audit Date,spbu_no,region,year,address,city_name,tipe_spbu,rayon,audit_level,audit_next,good_status,excellent_status,Total Score,SSS,EQnQ,RFS,VFC,EPO,kelas_spbu,penalty_good_alerts,penalty_excellent_alerts
2025-06-20,2025-06-13,44-57319,IV,2025,"JL. TULUNG-MUSUK DS.TAMBAK, KEC.MOJOSONGO",Kab Boyolali,DODO,SBM Yogyakarta III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,90.79,96.67,100.00,91.79,96.00,38.24,Pasti Pas Good,,"NFR, Jalur Fast Track, Produk JBU"
2025-06-20,2025-06-13,34-42408,III,2025,Jl. Raya Akses Tol Jakarta Merak Cikuasa,Kota Cilegon,DODO,SBM Banten II Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,91.75,98.00,96.17,93.60,90.00,57.83,Pasti Pas Good,,"Produk JBU, Jalur Fast Track, NFR"
2025-06-19,2025-06-13,14-212295,I,2025,Desa Pagurawan Kec. Medang Deras,Kab Batubara,DODO,SBM Medan IV Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.46,89.33,95.21,91.80,96.00,61.40,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-29,2025-06-13,54-60181,V,2025,Jl. Dinoyo No.125 Surabaya,Kota Surabaya,DODO,SBM Surabaya I Fuel,TAGE3,DAE,CERTIFIED,CERTIFIED,91.28,87.67,100.00,89.05,90.00,81.70,Pasti Pas Excellent,,
2025-06-28,2025-06-13,44-55522,IV,2025,Jl. Raya Cebongan KM 1.5 Ds. Karakan Sidomoyo,Kab Sleman,DODO,SBM Yogyakarta I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.56,88.67,100.00,93.80,94.00,48.04,Pasti Pas Good,,"NFR, Produk JBU, Jalur Fast Track"
2025-06-29,2025-06-13,54-84202,V,2025,Jl. Lingkar Kirijawa Dompu,Kab Dompu,DODO,SBM NTB II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,88.15,86.00,99.04,88.55,98.00,51.31,Pasti Pas Good,,"NFR, Jalur Fast Track, Produk JBU"
2025-06-29,2025-06-13,54-62121,V,2025,"Jl. Wonosari-Sambeng No.35, Batokan, Kasiman",Kab Bojonegoro,DODO,SBM Surabaya III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,85.57,82.67,92.70,86.66,92.00,64.31,Pasti Pas Good,,NFR
2025-06-26,2025-06-13,54-63207,V,2025,Ds. Gendingan Kec. Widodaren Kab. Ngawi,Kab Ngawi,DODO,SBM Kediri III Fuel,Re-CA1,Re-CA2,NOT CERTIFIED,NOT CERTIFIED,70.17,71.11,84.73,68.92,67.00,28.36,Basic,"PELUMAS, Izin Prinsip, Jalur Fast Track","PELUMAS, Izin Prinsip, NFR, Jalur Fast Track"
2025-06-23,2025-06-13,31-12204,III,2025,"Jl Sultan Iskandar Muda, Kebayoran lama,  Jakarta Selatan",Kota Jakarta Selatan,COCO,SBM Jabode III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,93.79,85.33,100.00,96.23,97.00,92.27,Pasti Pas Excellent,,
2025-06-18,2025-06-13,24-35130,II,2025,"Jl. Soekarno-Hatta, Kedaton",Kota Bandar Lampung,DODO,SBM Lampung I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.97,93.33,99.04,89.35,90.50,53.23,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-28,2025-06-13,44-52230,IV,2025,"Jl. Raya Ketanggungan - Prupuk, Desa Kubangwungu",Kab Brebes,,SBM Tegal I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,91.79,88.67,100.00,94.65,95.00,67.60,Pasti Pas Good,,NFR
2025-07-09,2025-06-13,44-55504,IV,2025,Jl Magelang KM 15 Medari,Kab Sleman,DODO,SBM Yogyakarta I Fuel,DAE,DAE,CERTIFIED,CERTIFIED,96.63,97.33,100.00,92.40,100.00,89.56,Pasti Pas Excellent,,
2025-06-20,2025-06-13,44-57305,IV,2025,"Jl. Boyolali - Semarang, Ds. Penggung Sunggingan",Kab Boyolali,DODO,SBM Yogyakarta III Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.49,88.67,100.00,91.80,93.00,52.26,Pasti Pas Good,,"Produk JBU, NFR"
2025-06-28,2025-06-13,44-55703,IV,2025,Jl. Raya Pandak,Kab Bantul,DODO,SBM Yogyakarta I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,89.56,88.67,100.00,88.30,93.50,59.54,Pasti Pas Good,,"NFR, Produk JBU"
2025-06-25,2025-06-13,34-17413,III,2025,Jl. Wibawa Mukti,Kota Bekasi,DODO,SBM Karawang I Fuel,TAGE2,TAGE3,CERTIFIED,NOT CERTIFIED,91.74,88.67,100.00,94.40,94.00,68.60,Pasti Pas Good,,NFR
2025-07-16,2025-06-13,34-41212,III,2025,Jl. Rawa Badak,Kab Subang,DODO,SBM Karawang III Fuel,DAE,DAE,CERTIFIED,CERTIFIED,92.08,88.67,100.00,91.30,100.00,72.33,Pasti Pas Excellent,,
2025-06-28,2025-06-13,44-56218,IV,2025,Jl. Raya Temanggung Bandungan Dusun Mengor Desa Kaloran Kec Kalorab Kab. Temanggung,Kab Temanggung,DODO,SBM Semarang II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.93,85.33,99.09,92.82,95.00,45.40,Pasti Pas Good,,NFR
2025-06-29,2025-06-13,54-61113,V,2025,Jl. Raya Legundi Ds. Krikilan Kec. Driyorejo,Kab Gresik,,SBM Surabaya III Fuel,TAGE3,DAGE,CERTIFIED,NOT CERTIFIED,91.1,92.67,100.00,89.26,98.00,56.36,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-06-15,2025-06-13,54-80705,V,2025,"Jl. Raya Banjarangkan No. 65, Tusan, Banjarangkan",Kab Klungkung,DODO,SBM Bali I Fuel,DAG1,TAG1,NOT CERTIFIED,NOT CERTIFIED,73.23,83.33,59.75,87.60,90.00,37.56,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-29,2025-06-13,54-85329,V,2025,"Jl. Timor Raya, KM 32, Desa. naibonat, Kec Kupang Timur Kab. Kupang",Kota Kupang,DODO,SBM NTT I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,93.81,93.33,100.00,93.00,95.50,76.60,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-27,2025-06-13,74-94116,VII,2025,Jl. Moh Yamin Kota Palu,Kota Palu,DODO,SBM Sulteng I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,94.39,98.67,100.00,88.05,98.00,73.80,Pasti Pas Good,,"NFR, Produk JBU, Jalur Fast Track"
2025-06-26,2025-06-13,54-66218,V,2025,Desa Sambidoplang Kec. Sumbergempol,Kab Tulungagung,,SBM Kediri II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,86.19,87.33,96.17,91.04,88.00,40.96,Pasti Pas Good,,"NFR, Jalur Fast Track"
2025-06-18,2025-06-13,24-37240,II,2025,Jl.Jambi Bungo Sei Bengkal Kab.Tebo,Kab Tebo,DODO,SBM Jambi II Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,87.61,93.33,95.21,91.50,86.50,40.96,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-28,2025-06-13,44-59430,IV,2025,Jl. Jepara-kudus ds.pringtulis Nalumsari Jepara,Kab Jepara,DODO,SBM Semarang III Fuel,TAG1,TAG2,CERTIFIED,NOT CERTIFIED,92.04,88.22,100.00,94.38,100.00,67.90,Pasti Pas Good,,NFR
2025-06-18,2025-06-13,24-35136,II,2025,"Jl. Teuku Umar, Kedaton, Bandar Lampung",Kota Bandar Lampung,DODO,SBM Lampung I Fuel,DAGE,DAGE,CERTIFIED,NOT CERTIFIED,90.07,92.67,99.04,90.65,91.00,53.23,Pasti Pas Good,,"Jalur Fast Track, NFR"
2025-06-29,2025-06-13,54-68422,V,2025,Jl. Sultan Agung Ds. Petahuan Jajag,Kab Banyuwangi,DODO,SBM Malang III Fuel,DAGE,DAE,CERTIFIED,CERTIFIED,93.54,99.33,92.72,97.81,100.00,63.56,Pasti Pas Excellent,,
